index,recordDate,recordTime,recordEpoch,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,imageDescription,streamingVideoURL,currentImageUpdateFrequency,currentImageURL,referenceImageUpdateFrequency,referenceImage1UpdateAgoURL,referenceImage2UpdatesAgoURL,referenceImage3UpdatesAgoURL,referenceImage4UpdatesAgoURL,referenceImage5UpdatesAgoURL,referenceImage6UpdatesAgoURL,referenceImage7UpdatesAgoURL,referenceImage8UpdatesAgoURL,referenceImage9UpdatesAgoURL,referenceImage10UpdatesAgoURL,referenceImage11UpdatesAgoURL,referenceImage12UpdatesAgoURL
150,2019-02-01,15:35:11,1549064111,1,"SR-29: 29-175 Jct - Middletown - North",Middletown,-122.615395," 38.752301",1100,North,Lake,SR-29,,,5.8,,60.28,true,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/sr2929175jctmiddletownn.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/previous/sr2929175jctmiddletownn-12.jpg
151,2019-02-06,10:34:18,1549478058,1,"SR-29: 29-175 Jct - Middletown - South",Middletown,-122.615395," 38.752301",1100,South,Lake,SR-29,,,5.8,,60.28,true,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/sr2929175jctmiddletowns.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/previous/sr2929175jctmiddletowns-12.jpg
157,2021-08-19,17:56:39,1629420999,1,"US-101: Last Chance Relay 360","Crescent City",-124.112140,41.625947,-3,South,"Del Norte",US-101,,,14.41,,776.98,true,,,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/us101lastchancerela.jpg,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/previous/us101lastchancerela-12.jpg
158,2023-06-20,08:31:47,1687275107,1,"US-101: Last Chance Relay North","Crescent City",-124.112140,41.625947,-3,North,"Del Norte",US-101,,,14.41,,776.98,true,,,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/us101lastchancerelayn.jpg,20,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/previous/us101lastchancerelayn-12.jpg
159,2020-09-24,16:27:50,1600990070,1,"HUM-255-8.465: H St, Arcata",Arcata,-124.089379,40.865342,15,East,Humboldt,SR-255,,,8.465,L,8.451,true,,,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/hum2558465hstar.jpg,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/previous/hum2558465hstar-12.jpg
160,2022-03-22,20:24:31,1648005871,1,"US-101: Eureka / 4th & H - Looking North (CXXX)",Eureka,-124.164288,40.803038,15,North,Humboldt,US-101,,,78.604,L,705.302,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/us101eureka4thhlookingnorth.jpg,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/previous/us101eureka4thhlookingnorth-12.jpg
162,2023-06-16,16:26:11,1686957971,1,"SR-1: Ocean View (South)","Fort Bragg",-123.807625,39.423647,20,,Mendocino,SR-1,,,60.05,,601.998,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/sr1oceanviews.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/previous/sr1oceanviews-12.jpg
163,2023-06-16,16:06:35,1686956795,1,"SR20: South St (Willits)",Willits,-123.351483,39.404072,15,West,Mendocino,SR-20,,L,33.174,L,33.101,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/sr20southstwil.jpg,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/previous/sr20southstwil-12.jpg
164,2023-05-25,12:17:02,1685042222,1,"SR-1: Laurel (North)","Fort Bragg",-123.805923,39.445482,20,,Mendocino,SR-1,,,61.559,,603.507,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/sr1laureln.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/previous/sr1laureln-12.jpg
165,2023-06-02,10:11:06,1685725866,1,"SR-1: Redwood (North)","Fort Bragg",-123.80611,39.44415,82,,Mendocino,SR-1,,,61.47,,603.42,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/sr1redwoodn.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/previous/sr1redwoodn-12.jpg
166,2023-06-16,16:36:10,1686958570,1,"SR-1: Oak (South)","Fort Bragg",-123.805963,39.441735,20,,Mendocino,SR-1,,,61.301,,603.249,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/sr1oaks.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/previous/sr1oaks-12.jpg
168,2021-11-17,09:48:25,1637171305,1,"SR-1: 20 JCT (North)","Fort Bragg",-123.808124,39.420035,20,,Mendocino,SR-1,,,59.795,L,601.743,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/sr120jctn.jpg,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/previous/sr120jctn-12.jpg
174,2023-06-02,09:16:03,1685722563,1,"DN-101: 5th & L - Looking North","Crescent City",-124.19554,41.75538,16,,"Del Norte",US-101,,,26.49,L,788.96,true,,,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/dn1015thllookingn.jpg,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/previous/dn1015thllookingn-12.jpg
175,2021-01-19,11:27:00,1611084420,1,"LAK 53: S of 20 JCT (Dome, Sign)",Clearlake,-122.61263,38.98009,1427,North,Lake,SR-53,,,5.12,,5.12,true,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/lak53sof20jctdome.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/previous/lak53sof20jctdome-12.jpg
176,2021-01-19,11:27:35,1611084455,1,"LAK 53: S of 20 JCT (Dome, South)",Clearlake,-122.61263,38.98009,1427,North,Lake,SR-53,,,5.12,,5.12,true,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/lak53sof20jctdomes.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/previous/lak53sof20jctdomes-12.jpg
177,2023-03-28,16:28:32,1680046112,1,"US-199: Collier Tunnel (N)",Gasquet,-123.7476,41.96706,2132,,"Del Norte",US-199,,,33.40,,33.16,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/us199colliertun.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/previous/us199colliertun-12.jpg
